date,date_id,amount,passenger_count,distance_travelled,no_of_trips,date_id2,transaction_date,year,mon_year,year_mon_num,qtr_num,qtr_year,mon_num,mon_long_name,mon_short_name,wk_num,day_of_year,day_of_mon,day_of_week,day_long_name,day_short_name,temprature,day,rain,snw,ID
2017-11-01,1112017,969.0396,118,188.73997,353213,1112017,01-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,44,305,1,4,Wednesday,Wed,51.8,01-11-2017,1,0,494
2017-11-01,1112017,5512118,520008,941267.44,326168,1112017,01-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,44,305,1,4,Wednesday,Wed,51.8,01-11-2017,0,0,495
2017-11-02,2112017,5623315,522769,967790.8,329117,2112017,02-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,44,306,2,5,Thursday,Thu,64.4,02-11-2017,0,0,496
2017-11-03,3112017,5796625,553522,994835.8,343182,3112017,03-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,44,307,3,6,Friday,Fri,62.6,03-11-2017,1,0,497
2017-11-04,4112017,5267811,587083,946701.8,350732,4112017,04-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,44,308,4,7,Saturday,Sat,51.8,04-11-2017,0,0,498
2017-11-05,5112017,4722557,486466,935199.06,291534,5112017,05-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,45,309,5,1,Sunday,Sun,55.4,05-11-2017,0,0,499
2017-11-06,6112017,5013198,471368,916522.25,294851,6112017,06-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,45,310,6,2,Monday,Mon,55.4,06-11-2017,0,0,500
2017-11-07,7112017,5156891,508476,881715.6,319458,7112017,07-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,45,311,7,3,Tuesday,Tue,44.6,07-11-2017,0,0,501
2017-11-08,8112017,5434295.5,513695,928592.75,325228,8112017,08-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,45,312,8,4,Wednesday,Wed,44.6,08-11-2017,0,0,502
2017-11-09,9112017,5880805.5,533470,994142.44,335879,9112017,09-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,45,313,9,5,Thursday,Thu,46.4,09-11-2017,0,0,503
2017-11-10,10112017,5832576.5,580424,999543.56,358515,10112017,10-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,45,314,10,6,Friday,Fri,37.4,10-11-2017,0,0,504
2017-11-11,11112017,5156820,542268,892281.9,324990,11112017,11-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,45,315,11,7,Saturday,Sat,30.2,11-11-2017,0,0,505
2017-11-12,12112017,4790127,488209,945812.9,294128,12112017,12-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,46,316,12,1,Sunday,Sun,39.2,12-11-2017,0,0,506
2017-11-13,13112017,4982386.5,470839,892421,297754,13112017,13-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,46,317,13,2,Monday,Mon,42.8,13-11-2017,0,0,507
2017-11-14,14112017,5250020.5,500440,904306.75,316873,14112017,14-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,46,318,14,3,Tuesday,Tue,42.8,14-11-2017,0,0,508
2017-11-15,15112017,5600241.5,518645,954296.1,328116,15112017,15-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,46,319,15,4,Wednesday,Wed,44.6,15-11-2017,0,0,509
2017-11-16,16112017,5817568.5,543216,992779.1,341149,16112017,16-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,46,320,16,5,Thursday,Thu,50,16-11-2017,0,0,510
2017-11-17,17112017,5838088,562028,1007614.2,348803,17112017,17-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,46,321,17,6,Friday,Fri,42.8,17-11-2017,0,0,511
2017-11-18,18112017,5290664,571564,941625.8,341234,18112017,18-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,46,322,18,7,Saturday,Sat,44.6,18-11-2017,0,0,512
2017-11-19,19112017,4614198,490083,899460.9,294006,19112017,19-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,47,323,19,1,Sunday,Sun,48.2,19-11-2017,1,0,513
2017-11-20,20112017,4649577,465268,812563.5,291762,20112017,20-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,47,324,20,2,Monday,Mon,42.8,20-11-2017,0,0,514
2017-11-21,21112017,4967004.5,479384,837384.2,299517,21112017,21-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,47,325,21,3,Tuesday,Tue,50,21-11-2017,0,0,515
2017-11-22,22112017,4715588.5,479875,798264.44,292014,22112017,22-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,47,326,22,4,Wednesday,Wed,46.4,22-11-2017,0,0,516
2017-11-23,23112017,2828696.5,326238,584273.1,190132,23112017,23-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,47,327,23,5,Thursday,Thu,37.4,23-11-2017,1,0,517
2017-11-24,24112017,3070217.5,365269,582737.7,213829,24112017,24-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,47,328,24,6,Friday,Fri,42.8,24-11-2017,1,0,518
2017-11-25,25112017,3957523.5,436371,777357.4,255122,25112017,25-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,47,329,25,7,Saturday,Sat,50,25-11-2017,0,0,519
2017-11-26,26112017,4121061,413634,845951.06,247966,26112017,26-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,48,330,26,1,Sunday,Sun,46.4,26-11-2017,0,0,520
2017-11-27,27112017,4628389.5,433716,858472.2,273799,27112017,27-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,48,331,27,2,Monday,Mon,44.6,27-11-2017,0,0,521
2017-11-28,28112017,4961905,474349,872492.94,298610,28112017,28-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,48,332,28,3,Tuesday,Tue,44.6,28-11-2017,0,0,522
2017-11-29,29112017,5140529.5,487656,875875,307350,29112017,29-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,48,333,29,4,Wednesday,Wed,53.6,29-11-2017,0,0,523
2017-11-30,30112017,5672722,533761,967793.6,334987,30112017,30-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,48,334,30,5,Thursday,Thu,46.4,30-11-2017,0,0,524
2017-11-30,30112017,4117.623,525,843.3698,335131,30112017,30-11-17,2017,Nov-2017,201711,4,Q4-2017,11,November,Nov,48,334,30,5,Thursday,Thu,46.4,30-11-2017,0,0,525
2017-12-01,1122017,1571.5203,172,340.25003,362531,1122017,01-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,48,335,1,6,Friday,Fri,46.4,01-12-2017,0,0,526
2017-12-01,1122017,5853434.5,564476,996467.8,348847,1122017,01-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,48,335,1,6,Friday,Fri,46.4,01-12-2017,1,0,527
2017-12-02,2122017,49.87,1,11.44,387485,2122017,02-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,48,336,2,7,Saturday,Sat,44.6,02-12-2017,1,0,528
2017-12-02,2122017,5316896.5,581318,928043.06,345350,2122017,02-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,48,336,2,7,Saturday,Sat,44.6,02-12-2017,0,0,529
2017-12-03,3122017,4839776.5,498217,944609.7,296305,3122017,03-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,49,337,3,1,Sunday,Sun,44.6,03-12-2017,0,0,530
2017-12-04,4122017,4954749.5,474043,887252.56,296072,4122017,04-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,49,338,4,2,Monday,Mon,46.4,04-12-2017,0,0,531
2017-12-05,5122017,5485198,520946,917120.1,326391,5122017,05-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,49,339,5,3,Tuesday,Tue,55.4,05-12-2017,0,0,532
2017-12-06,6122017,5858047,542815,987548.6,341859,6122017,06-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,49,340,6,4,Wednesday,Wed,50,06-12-2017,1,0,533
2017-12-07,7122017,6128573.5,558906,1044222.3,349596,7122017,07-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,49,341,7,5,Thursday,Thu,41,07-12-2017,1,0,534
2017-12-08,8122017,6119536,580761,1036330.25,357302,8122017,08-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,49,342,8,6,Friday,Fri,37.4,08-12-2017,0,0,535
2017-12-09,9122017,5322000,604393,935858.7,355321,9122017,09-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,49,343,9,7,Saturday,Sat,33.8,09-12-2017,0,0,536
2017-12-10,10122017,4796843,501081,933332.25,298867,10122017,10-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,50,344,10,1,Sunday,Sun,33.8,10-12-2017,0,0,537
2017-12-11,11122017,5175421.5,488145,945525.1,306444,11122017,11-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,50,345,11,2,Monday,Mon,37.4,11-12-2017,0,0,538
2017-12-12,12122017,5436983,519662,917912.7,325288,12122017,12-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,50,346,12,3,Tuesday,Tue,39.2,12-12-2017,0,1,539
2017-12-13,13122017,5902147.5,559542,975653.75,352642,13122017,13-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,50,347,13,4,Wednesday,Wed,26.6,13-12-2017,1,0,540
2017-12-14,14122017,6076605.5,552583,1003202.3,346835,14122017,14-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,50,348,14,5,Thursday,Thu,26.6,14-12-2017,0,0,541
2017-12-15,15122017,6117355.5,578492,1031029.4,357432,15122017,15-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,50,349,15,6,Friday,Fri,24.8,15-12-2017,0,0,542
2017-12-16,16122017,5574772,609050,998583.25,360164,16122017,16-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,50,350,16,7,Saturday,Sat,30.2,16-12-2017,0,0,543
2017-12-17,17122017,4848707,518639,924299.7,309233,17122017,17-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,51,351,17,1,Sunday,Sun,35.6,17-12-2017,0,0,544
2017-12-18,18122017,4788873,479802,852556.25,298424,18122017,18-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,51,352,18,2,Monday,Mon,41,18-12-2017,1,1,545
2017-12-19,19122017,5159478,513498,884352.2,320405,19122017,19-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,51,353,19,3,Tuesday,Tue,50,19-12-2017,0,0,546
2017-12-20,20122017,5404474.5,546487,923357.75,339966,20122017,20-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,51,354,20,4,Wednesday,Wed,42.8,20-12-2017,0,0,547
2017-12-21,21122017,5805074.5,546660,928606.2,339165,21122017,21-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,51,355,21,5,Thursday,Thu,35.6,21-12-2017,0,0,548
2017-12-22,22122017,4791032,505868,859180.25,308135,22122017,22-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,51,356,22,6,Friday,Fri,42.8,22-12-2017,0,0,549
2017-12-23,23122017,38.3,1,11.98,313264,23122017,23-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,51,357,23,7,Saturday,Sat,42.8,23-12-2017,0,0,550
2017-12-23,23122017,3684784.8,434122,705600.9,256029,23122017,23-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,51,357,23,7,Saturday,Sat,42.8,23-12-2017,0,0,551
2017-12-24,24122017,2868040.2,352640,566246.5,206212,24122017,24-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,52,358,24,1,Sunday,Sun,39.2,24-12-2017,1,0,552
2017-12-25,25122017,2222105.2,257009,471129.88,147542,25122017,25-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,52,359,25,2,Monday,Mon,33.8,25-12-2017,0,0,553
2017-12-26,26122017,3397246.5,372312,648016.75,217646,26122017,26-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,52,360,26,3,Tuesday,Tue,26.6,26-12-2017,0,0,554
2017-12-27,27122017,4012410,421400,721065.5,250094,27122017,27-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,52,361,27,4,Wednesday,Wed,21.2,27-12-2017,0,0,555
2017-12-28,28122017,4191081,458224,746467.25,271730,28122017,28-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,52,362,28,5,Thursday,Thu,15.8,28-12-2017,0,0,556
2017-12-29,29122017,4168117,456692,759468.6,271224,29122017,29-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,52,363,29,6,Friday,Fri,17.6,29-12-2017,1,0,557
2017-12-30,30122017,3608804.5,414670,704848.1,241194,30122017,30-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,52,364,30,7,Saturday,Sat,19.4,30-12-2017,0,0,558
2017-12-31,31122017,3455648.8,409087,678194.75,241249,31122017,31-12-17,2017,Dec-2017,201712,4,Q4-2017,12,December,Dec,53,365,31,1,Sunday,Sun,15.8,31-12-2017,0,0,559
